Country,ISO3,Year,Region,Gold Value (USD bn),Gold Share of Reserves (%),Gold YoY Change (USD bn),Gold YoY Change (%),Gold Share YoY Change (pp),Is Accumulating,Accumulation Streak (yrs),Gold Rank,Total Reserves (USD bn),USD Share of Global Reserves (%),USD Share Drawdown from 2000 (pp),World Gold Reserves (USD bn),World Gold Share (%),Gold Share vs World Avg (pp),Accumulating During USD Decline,Country Share of World Gold (%),UN Alignment with US (score),UN Divergence Score,Sanctions Severity (0-3),Under Sanctions,Geopolitical Bloc,Geo Risk Score,Geo Risk Tier,US GDP Share of World (%)
Romania,ROU,2015,Europe & Central Asia,3.53,9.13,-0.49,-12.12,-0.18,0,0,32,38.7,65.74,-5.39,985.55,8.38,0.75,0,0.36,60.0,40.0,0,0,US_allied,24.0,low,24.08
Romania,ROU,2016,Europe & Central Asia,3.82,9.56,0.29,8.1,0.43,1,1,32,39.95,65.34,-5.79,1069.14,9.21,0.35,1,0.36,60.0,40.0,0,0,US_allied,24.0,low,24.33
Romania,ROU,2017,Europe & Central Asia,4.32,9.73,0.5,13.14,0.17,1,2,32,44.43,62.72,-8.41,1228.03,9.84,-0.11,1,0.35,60.0,40.0,0,0,US_allied,24.0,low,23.8
Romania,ROU,2018,Europe & Central Asia,4.27,10.14,-0.05,-1.15,0.41,0,0,32,42.13,61.69,-9.44,1222.92,9.82,0.32,0,0.35,60.0,40.0,0,0,US_allied,24.0,low,23.59
Romania,ROU,2019,Europe & Central Asia,5.08,12.08,0.8,18.77,1.94,1,1,32,42.01,60.89,-10.24,1478.38,11.29,0.79,1,0.34,60.0,40.0,0,0,US_allied,24.0,low,24.16
Romania,ROU,2020,Europe & Central Asia,6.3,12.07,1.23,24.17,-0.01,1,2,32,52.19,59.02,-12.11,1853.18,12.92,-0.85,1,0.34,60.0,40.0,0,0,US_allied,24.0,low,24.51
Romania,ROU,2021,Europe & Central Asia,6.06,11.69,-0.24,-3.76,-0.38,0,0,33,51.89,58.81,-12.32,1803.62,11.95,-0.26,0,0.34,60.0,40.0,0,0,US_allied,24.0,low,23.76
Romania,ROU,2022,Europe & Central Asia,6.04,10.82,-0.03,-0.44,-0.87,0,0,35,55.81,58.36,-12.77,1818.29,12.93,-2.11,0,0.33,60.0,40.0,0,0,US_allied,24.0,low,25.04
Romania,ROU,2023,Europe & Central Asia,6.87,9.41,0.83,13.8,-1.41,1,1,35,73.0,57.33,-13.8,2093.45,14.21,-4.8,1,0.33,60.0,40.0,0,0,US_allied,24.0,low,25.57
Romania,ROU,2024,Europe & Central Asia,8.69,11.84,1.82,26.51,2.43,1,2,36,73.39,57.08,-14.05,2472.95,17.44,-5.6,1,0.35,60.0,40.0,0,0,US_allied,24.0,low,25.91
Russian Federation,RUS,2000,Europe & Central Asia,3.39,12.26,,,,0,0,12,27.66,71.13,0.0,248.74,11.71,0.55,0,1.36,18.0,82.0,0,0,us_divergent,49.2,high,30.24
Russian Federation,RUS,2001,Europe & Central Asia,3.76,10.36,0.37,10.86,-1.9,1,1,11,36.3,71.51,0.38,247.91,11.1,-0.74,0,1.52,18.0,82.0,0,0,us_divergent,49.2,high,31.41
Russian Federation,RUS,2002,Europe & Central Asia,4.27,8.84,0.51,13.61,-1.52,1,2,11,48.33,67.11,-4.02,303.33,11.55,-2.71,1,1.41,18.0,82.0,0,0,us_divergent,49.2,high,31.23
Russian Federation,RUS,2003,Europe & Central Asia,5.23,6.68,0.96,22.53,-2.16,1,3,11,78.41,65.45,-5.68,361.79,11.06,-4.38,1,1.45,18.0,82.0,0,0,us_divergent,49.2,high,29.19
Russian Federation,RUS,2004,Europe & Central Asia,5.45,4.32,0.21,4.1,-2.36,1,4,11,126.26,65.86,-5.27,374.09,9.44,-5.12,0,1.46,18.0,82.0,0,0,us_divergent,49.2,high,27.62
Russian Federation,RUS,2005,Europe & Central Asia,6.38,3.5,0.93,17.1,-0.82,1,5,11,182.27,66.51,-4.62,429.3,9.49,-5.99,0,1.49,18.0,82.0,0,0,us_divergent,49.2,high,27.22
Russian Federation,RUS,2006,Europe & Central Asia,8.21,2.7,1.82,28.6,-0.8,1,6,10,303.77,65.47,-5.66,526.68,9.52,-6.82,1,1.56,18.0,82.0,0,0,us_divergent,49.2,high,26.61
Russian Federation,RUS,2007,Europe & Central Asia,12.07,2.52,3.87,47.12,-0.18,1,7,9,478.82,63.87,-7.26,680.26,9.55,-7.03,1,1.77,18.0,82.0,0,0,us_divergent,49.2,high,24.73
Russian Federation,RUS,2008,Europe & Central Asia,14.53,3.41,2.46,20.36,0.89,1,8,9,426.28,64.15,-6.98,711.3,9.15,-5.74,0,2.04,18.0,82.0,0,0,us_divergent,49.2,high,22.97
Russian Federation,RUS,2009,Europe & Central Asia,22.69,5.17,8.16,56.19,1.76,1,9,8,439.34,62.14,-8.99,915.21,10.12,-4.95,1,2.48,18.0,82.0,0,0,us_divergent,49.2,high,23.74
Russian Federation,RUS,2010,Europe & Central Asia,35.64,7.44,12.94,57.04,2.27,1,10,7,479.22,61.79,-9.34,1190.23,11.75,-4.31,1,2.99,18.0,82.0,0,0,us_divergent,49.2,high,22.52
Russian Federation,RUS,2011,Europe & Central Asia,43.46,8.74,7.83,21.96,1.3,1,11,7,497.41,62.59,-8.54,1314.14,11.43,-2.69,0,3.31,18.0,82.0,0,0,us_divergent,49.2,high,20.99
Russian Federation,RUS,2012,Europe & Central Asia,51.24,9.53,7.78,17.89,0.79,1,12,7,537.82,61.47,-9.66,1451.79,11.74,-2.21,1,3.53,18.0,82.0,0,0,us_divergent,49.2,high,21.4
Russian Federation,RUS,2013,Europe & Central Asia,40.09,7.87,-11.15,-21.76,-1.66,0,0,7,509.69,61.24,-9.89,1072.69,8.44,-0.57,0,3.74,18.0,82.0,0,0,us_divergent,49.2,high,21.58
Russian Federation,RUS,2014,Europe & Central Asia,46.85,12.13,6.76,16.85,4.26,1,1,5,386.22,65.14,-5.99,1086.14,8.63,3.5,0,4.31,18.0,82.0,2,1,us_divergent,57.2,high,21.92
Russian Federation,RUS,2015,Europe & Central Asia,48.21,13.1,1.36,2.91,0.97,1,2,6,368.04,65.74,-5.39,985.55,8.38,4.72,0,4.89,18.0,82.0,2,1,us_divergent,57.2,high,24.08
Russian Federation,RUS,2016,Europe & Central Asia,59.51,15.78,11.3,23.44,2.68,1,3,6,377.05,65.34,-5.79,1069.14,9.21,6.57,1,5.57,18.0,82.0,2,1,us_divergent,57.2,high,24.33
Russian Federation,RUS,2017,Europe & Central Asia,76.65,17.71,17.14,28.8,1.93,1,4,6,432.73,62.72,-8.41,1228.03,9.84,7.87,1,6.24,18.0,82.0,2,1,us_divergent,57.2,high,23.8
Russian Federation,RUS,2018,Europe & Central Asia,87.07,18.58,10.42,13.6,0.87,1,5,5,468.65,61.69,-9.44,1222.92,9.82,8.76,1,7.12,18.0,82.0,2,1,us_divergent,57.2,high,23.59
Russian Federation,RUS,2019,Europe & Central Asia,111.21,20.03,24.14,27.72,1.45,1,6,5,555.18,60.89,-10.24,1478.38,11.29,8.74,1,7.52,18.0,82.0,2,1,us_divergent,57.2,high,24.16
Russian Federation,RUS,2020,Europe & Central Asia,139.75,23.42,28.54,25.67,3.39,1,7,5,596.77,59.02,-12.11,1853.18,12.92,10.5,1,7.54,18.0,82.0,2,1,us_divergent,57.2,high,24.51
Russian Federation,RUS,2021,Europe & Central Asia,134.69,21.3,-5.06,-3.62,-2.12,0,0,5,632.24,58.81,-12.32,1803.62,11.95,9.35,0,7.47,18.0,82.0,2,1,us_divergent,57.2,high,23.76
Russian Federation,RUS,2022,Europe & Central Asia,135.93,23.37,1.24,0.92,2.07,1,1,5,581.71,58.36,-12.77,1818.29,12.93,10.44,1,7.48,18.0,82.0,2,1,us_divergent,57.2,high,25.04
Russian Federation,RUS,2023,Europe & Central Asia,154.68,25.9,18.75,13.8,2.53,1,2,5,597.22,57.33,-13.8,2093.45,14.21,11.69,1,7.39,18.0,82.0,2,1,us_divergent,57.2,high,25.57
Rwanda,RWA,2000,Other,0.0,0.0,,,,0,0,119,0.19,71.13,0.0,248.74,11.71,-11.71,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,30.24
Rwanda,RWA,2001,Other,0.0,0.0,0.0,,0.0,0,0,119,0.21,71.51,0.38,247.91,11.1,-11.1,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.41
Rwanda,RWA,2002,Other,0.0,0.0,0.0,,0.0,0,0,118,0.24,67.11,-4.02,303.33,11.55,-11.55,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,31.23
Rwanda,RWA,2003,Other,0.0,0.0,0.0,,0.0,0,0,115,0.21,65.45,-5.68,361.79,11.06,-11.06,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,29.19
Rwanda,RWA,2004,Other,0.0,0.0,0.0,,0.0,0,0,113,0.31,65.86,-5.27,374.09,9.44,-9.44,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,27.62
Rwanda,RWA,2005,Other,0.0,0.0,0.0,,0.0,0,0,111,0.26,66.51,-4.62,429.3,9.49,-9.49,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,27.22
Rwanda,RWA,2006,Other,0.0,0.0,0.0,,0.0,0,0,112,0.38,65.47,-5.66,526.68,9.52,-9.52,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,26.61
Rwanda,RWA,2007,Other,0.0,0.0,0.0,,0.0,0,0,113,0.78,63.87,-7.26,680.26,9.55,-9.55,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.73
Rwanda,RWA,2008,Other,0.0,0.0,0.0,,0.0,0,0,115,0.77,64.15,-6.98,711.3,9.15,-9.15,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,22.97
Rwanda,RWA,2009,Other,0.0,0.0,0.0,,0.0,0,0,112,1.01,62.14,-8.99,915.21,10.12,-10.12,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.74
Rwanda,RWA,2010,Other,0.0,0.0,0.0,,0.0,0,0,111,0.81,61.79,-9.34,1190.23,11.75,-11.75,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,22.52
Rwanda,RWA,2011,Other,0.0,0.0,0.0,,0.0,0,0,114,0.72,62.59,-8.54,1314.14,11.43,-11.43,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,20.99
Rwanda,RWA,2012,Other,0.0,0.0,0.0,,0.0,0,0,115,0.47,61.47,-9.66,1451.79,11.74,-11.74,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.4
Rwanda,RWA,2013,Other,0.0,0.0,0.0,,0.0,0,0,116,0.65,61.24,-9.89,1072.69,8.44,-8.44,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.58
Rwanda,RWA,2014,Other,0.0,0.0,0.0,,0.0,0,0,115,0.95,65.14,-5.99,1086.14,8.63,-8.63,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,21.92
Rwanda,RWA,2015,Other,0.0,0.0,0.0,,0.0,0,0,116,0.92,65.74,-5.39,985.55,8.38,-8.38,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.08
Rwanda,RWA,2016,Other,0.0,0.0,0.0,,0.0,0,0,113,1.01,65.34,-5.79,1069.14,9.21,-9.21,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.33
Rwanda,RWA,2017,Other,0.0,0.0,0.0,,0.0,0,0,113,1.18,62.72,-8.41,1228.03,9.84,-9.84,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.8
Rwanda,RWA,2018,Other,0.0,0.0,0.0,,0.0,0,0,111,1.35,61.69,-9.44,1222.92,9.82,-9.82,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.59
Rwanda,RWA,2019,Other,0.0,0.0,0.0,,0.0,0,0,111,1.46,60.89,-10.24,1478.38,11.29,-11.29,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.16
Rwanda,RWA,2020,Other,0.0,0.0,0.0,,0.0,0,0,109,1.72,59.02,-12.11,1853.18,12.92,-12.92,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,24.51
Rwanda,RWA,2021,Other,0.0,0.0,0.0,,0.0,0,0,109,1.87,58.81,-12.32,1803.62,11.95,-11.95,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,23.76
Rwanda,RWA,2022,Other,0.0,0.0,0.0,,0.0,0,0,110,1.73,58.36,-12.77,1818.29,12.93,-12.93,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.04
Rwanda,RWA,2023,Other,0.0,0.0,0.0,,0.0,0,0,108,1.83,57.33,-13.8,2093.45,14.21,-14.21,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.57
Rwanda,RWA,2024,Other,0.0,0.0,0.0,,0.0,0,0,97,2.41,57.08,-14.05,2472.95,17.44,-17.44,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,25.91
Saudi Arabia,SAU,2000,Middle East & North Africa,1.26,6.05,,,,0,0,23,20.85,71.13,0.0,248.74,11.71,-5.66,0,0.51,44.0,56.0,0,0,neutral,33.6,medium,30.24
Saudi Arabia,SAU,2001,Middle East & North Africa,1.27,6.74,0.01,0.75,0.69,1,1,23,18.87,71.51,0.38,247.91,11.1,-4.36,0,0.51,44.0,56.0,0,0,neutral,33.6,medium,31.41
Saudi Arabia,SAU,2002,Middle East & North Africa,1.58,7.1,0.3,23.96,0.36,1,2,23,22.19,67.11,-4.02,303.33,11.55,-4.45,1,0.52,44.0,56.0,0,0,neutral,33.6,medium,31.23
Saudi Arabia,SAU,2003,Middle East & North Africa,1.92,7.82,0.34,21.74,0.72,1,3,22,24.54,65.45,-5.68,361.79,11.06,-3.24,1,0.53,44.0,56.0,0,0,neutral,33.6,medium,29.19
Saudi Arabia,SAU,2004,Middle East & North Africa,2.01,6.87,0.1,4.97,-0.95,1,4,22,29.3,65.86,-5.27,374.09,9.44,-2.57,0,0.54,44.0,56.0,0,0,neutral,33.6,medium,27.62
Saudi Arabia,SAU,2005,Middle East & North Africa,2.36,1.5,0.34,17.12,-5.37,1,5,22,157.39,66.51,-4.62,429.3,9.49,-7.99,0,0.55,44.0,56.0,0,0,neutral,33.6,medium,27.22
Saudi Arabia,SAU,2006,Middle East & North Africa,2.92,1.28,0.56,23.92,-0.22,1,6,22,228.96,65.47,-5.66,526.68,9.52,-8.24,1,0.55,44.0,56.0,0,0,neutral,33.6,medium,26.61
Saudi Arabia,SAU,2007,Middle East & North Africa,3.83,1.24,0.91,31.15,-0.04,1,7,21,309.29,63.87,-7.26,680.26,9.55,-8.31,1,0.56,44.0,56.0,0,0,neutral,33.6,medium,24.73
Saudi Arabia,SAU,2008,Middle East & North Africa,9.03,2.0,5.2,135.64,0.76,1,8,13,451.28,64.15,-6.98,711.3,9.15,-7.15,0,1.27,44.0,56.0,0,0,neutral,33.6,medium,22.97
Saudi Arabia,SAU,2009,Middle East & North Africa,11.29,2.68,2.26,25.04,0.68,1,9,13,420.98,62.14,-8.99,915.21,10.12,-7.44,1,1.23,44.0,56.0,0,0,neutral,33.6,medium,23.74
Saudi Arabia,SAU,2010,Middle East & North Africa,14.59,3.18,3.3,29.24,0.5,1,10,13,459.31,61.79,-9.34,1190.23,11.75,-8.57,1,1.23,44.0,56.0,0,0,neutral,33.6,medium,22.52
Saudi Arabia,SAU,2011,Middle East & North Africa,15.89,2.86,1.3,8.93,-0.32,1,11,13,556.57,62.59,-8.54,1314.14,11.43,-8.57,0,1.21,44.0,56.0,0,0,neutral,33.6,medium,20.99
Saudi Arabia,SAU,2012,Middle East & North Africa,17.28,2.56,1.38,8.69,-0.3,1,12,14,673.74,61.47,-9.66,1451.79,11.74,-9.18,1,1.19,44.0,56.0,0,0,neutral,33.6,medium,21.4
Saudi Arabia,SAU,2013,Middle East & North Africa,12.5,1.69,-4.77,-27.61,-0.87,0,0,14,737.8,61.24,-9.89,1072.69,8.44,-6.75,0,1.17,44.0,56.0,0,0,neutral,33.6,medium,21.58
Saudi Arabia,SAU,2014,Middle East & North Africa,12.52,1.68,0.02,0.12,-0.01,1,1,14,744.44,65.14,-5.99,1086.14,8.63,-6.95,0,1.15,44.0,56.0,0,0,neutral,33.6,medium,21.92
Saudi Arabia,SAU,2015,Middle East & North Africa,11.0,1.76,-1.52,-12.11,0.08,0,0,13,626.99,65.74,-5.39,985.55,8.38,-6.62,0,1.12,44.0,56.0,0,0,neutral,33.6,medium,24.08
Saudi Arabia,SAU,2016,Middle East & North Africa,11.9,2.17,0.9,8.16,0.41,1,1,14,547.27,65.34,-5.79,1069.14,9.21,-7.04,1,1.11,44.0,56.0,0,0,neutral,33.6,medium,24.33
Saudi Arabia,SAU,2017,Middle East & North Africa,13.47,2.64,1.56,13.14,0.47,1,2,14,509.46,62.72,-8.41,1228.03,9.84,-7.2,1,1.1,44.0,56.0,0,0,neutral,33.6,medium,23.8
Saudi Arabia,SAU,2018,Middle East & North Africa,13.31,2.61,-0.15,-1.15,-0.03,0,0,15,509.47,61.69,-9.44,1222.92,9.82,-7.21,0,1.09,44.0,56.0,0,0,neutral,33.6,medium,23.59
Saudi Arabia,SAU,2019,Middle East & North Africa,15.82,3.07,2.51,18.83,0.46,1,1,15,514.96,60.89,-10.24,1478.38,11.29,-8.22,1,1.07,44.0,56.0,0,0,neutral,33.6,medium,24.16
Saudi Arabia,SAU,2020,Middle East & North Africa,19.64,4.15,3.82,24.17,1.08,1,2,15,472.85,59.02,-12.11,1853.18,12.92,-8.77,1,1.06,44.0,56.0,0,0,neutral,33.6,medium,24.51
Saudi Arabia,SAU,2021,Middle East & North Africa,18.91,3.99,-0.74,-3.75,-0.16,0,0,15,473.89,58.81,-12.32,1803.62,11.95,-7.96,0,1.05,44.0,56.0,0,0,neutral,33.6,medium,23.76
Saudi Arabia,SAU,2022,Middle East & North Africa,18.82,3.94,-0.08,-0.43,-0.05,0,0,15,478.23,58.36,-12.77,1818.29,12.93,-8.99,0,1.04,44.0,56.0,0,0,neutral,33.6,medium,25.04
Saudi Arabia,SAU,2023,Middle East & North Africa,21.42,4.68,2.6,13.8,0.74,1,1,15,457.95,57.33,-13.8,2093.45,14.21,-9.53,1,1.02,44.0,56.0,0,0,neutral,33.6,medium,25.57
Saudi Arabia,SAU,2024,Middle East & North Africa,27.1,5.84,5.68,26.51,1.16,1,2,14,463.87,57.08,-14.05,2472.95,17.44,-11.6,1,1.1,44.0,56.0,0,0,neutral,33.6,medium,25.91
Sudan,SDN,2000,Sub-Saharan Africa,0.0,0.0,,,,0,0,119,0.14,71.13,0.0,248.74,11.71,-11.71,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,30.24
Sudan,SDN,2001,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,119,0.05,71.51,0.38,247.91,11.1,-11.1,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,31.41
Sudan,SDN,2002,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,118,0.25,67.11,-4.02,303.33,11.55,-11.55,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,31.23
Sudan,SDN,2003,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,0.53,65.45,-5.68,361.79,11.06,-11.06,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,29.19
Sudan,SDN,2004,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,1.34,65.86,-5.27,374.09,9.44,-9.44,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,27.62
Sudan,SDN,2005,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,1.87,66.51,-4.62,429.3,9.49,-9.49,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,27.22
Sudan,SDN,2006,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,1.66,65.47,-5.66,526.68,9.52,-9.52,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,26.61
Sudan,SDN,2007,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,1.38,63.87,-7.26,680.26,9.55,-9.55,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,24.73
Sudan,SDN,2008,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,1.4,64.15,-6.98,711.3,9.15,-9.15,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,22.97
Sudan,SDN,2009,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,112,1.09,62.14,-8.99,915.21,10.12,-10.12,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,23.74
Sudan,SDN,2010,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,111,1.04,61.79,-9.34,1190.23,11.75,-11.75,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,22.52
Sudan,SDN,2011,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,114,0.19,62.59,-8.54,1314.14,11.43,-11.43,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,20.99
Sudan,SDN,2012,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,0.19,61.47,-9.66,1451.79,11.74,-11.74,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,21.4
Sudan,SDN,2013,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,116,0.19,61.24,-9.89,1072.69,8.44,-8.44,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,21.58
Sudan,SDN,2014,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,115,0.18,65.14,-5.99,1086.14,8.63,-8.63,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,21.92
Sudan,SDN,2015,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,116,0.17,65.74,-5.39,985.55,8.38,-8.38,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,24.08
Sudan,SDN,2016,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,0.17,65.34,-5.79,1069.14,9.21,-9.21,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,24.33
Sudan,SDN,2017,Sub-Saharan Africa,0.0,0.0,0.0,,0.0,0,0,113,0.18,62.72,-8.41,1228.03,9.84,-9.84,0,0.0,20.0,80.0,1,1,us_divergent,52.0,high,23.8
Singapore,SGP,2000,East Asia & Pacific,1.12,1.39,,,,0,0,25,81.08,71.13,0.0,248.74,11.71,-10.32,0,0.45,50.0,50.0,0,0,neutral,30.0,medium,30.24
Singapore,SGP,2001,East Asia & Pacific,1.13,1.48,0.01,0.75,0.09,1,1,24,76.6,71.51,0.38,247.91,11.1,-9.62,0,0.46,50.0,50.0,0,0,neutral,30.0,medium,31.41
Singapore,SGP,2002,East Asia & Pacific,1.4,1.68,0.27,23.96,0.2,1,2,24,83.41,67.11,-4.02,303.33,11.55,-9.87,1,0.46,50.0,50.0,0,0,neutral,30.0,medium,31.23
Singapore,SGP,2003,East Asia & Pacific,1.71,1.75,0.31,21.74,0.07,1,3,23,97.74,65.45,-5.68,361.79,11.06,-9.31,1,0.47,50.0,50.0,0,0,neutral,30.0,medium,29.19
Singapore,SGP,2004,East Asia & Pacific,1.79,1.57,0.08,4.97,-0.18,1,4,23,114.16,65.86,-5.27,374.09,9.44,-7.87,0,0.48,50.0,50.0,0,0,neutral,30.0,medium,27.62
Singapore,SGP,2005,East Asia & Pacific,2.1,1.78,0.31,17.12,0.21,1,5,23,118.06,66.51,-4.62,429.3,9.49,-7.71,0,0.49,50.0,50.0,0,0,neutral,30.0,medium,27.22
Singapore,SGP,2006,East Asia & Pacific,2.6,1.88,0.5,23.92,0.1,1,6,23,138.65,65.47,-5.66,526.68,9.52,-7.64,1,0.49,50.0,50.0,0,0,neutral,30.0,medium,26.61
Singapore,SGP,2007,East Asia & Pacific,3.42,2.06,0.81,31.15,0.18,1,7,23,166.16,63.87,-7.26,680.26,9.55,-7.49,1,0.5,50.0,50.0,0,0,neutral,30.0,medium,24.73
Singapore,SGP,2008,East Asia & Pacific,3.56,2.01,0.15,4.32,-0.05,1,8,23,177.54,64.15,-6.98,711.3,9.15,-7.14,0,0.5,50.0,50.0,0,0,neutral,30.0,medium,22.97
Singapore,SGP,2009,East Asia & Pacific,4.45,2.32,0.89,25.04,0.31,1,9,22,192.05,62.14,-8.99,915.21,10.12,-7.8,1,0.49,50.0,50.0,0,0,neutral,30.0,medium,23.74
Singapore,SGP,2010,East Asia & Pacific,5.76,2.49,1.3,29.24,0.17,1,10,22,231.26,61.79,-9.34,1190.23,11.75,-9.26,1,0.48,50.0,50.0,0,0,neutral,30.0,medium,22.52
Singapore,SGP,2011,East Asia & Pacific,6.27,2.57,0.51,8.93,0.08,1,11,23,243.8,62.59,-8.54,1314.14,11.43,-8.86,0,0.48,50.0,50.0,0,0,neutral,30.0,medium,20.99
Singapore,SGP,2012,East Asia & Pacific,6.82,2.56,0.54,8.69,-0.01,1,12,23,265.91,61.47,-9.66,1451.79,11.74,-9.18,1,0.47,50.0,50.0,0,0,neutral,30.0,medium,21.4
Singapore,SGP,2013,East Asia & Pacific,4.93,1.78,-1.88,-27.61,-0.78,0,0,25,277.8,61.24,-9.89,1072.69,8.44,-6.66,0,0.46,50.0,50.0,0,0,neutral,30.0,medium,21.58
Singapore,SGP,2014,East Asia & Pacific,4.94,1.89,0.01,0.12,0.11,1,1,25,261.58,65.14,-5.99,1086.14,8.63,-6.74,0,0.45,50.0,50.0,0,0,neutral,30.0,medium,21.92
Singapore,SGP,2015,East Asia & Pacific,4.34,1.72,-0.6,-12.11,-0.17,0,0,25,251.88,65.74,-5.39,985.55,8.38,-6.66,0,0.44,50.0,50.0,0,0,neutral,30.0,medium,24.08
Singapore,SGP,2016,East Asia & Pacific,4.69,1.87,0.35,8.1,0.15,1,1,25,251.06,65.34,-5.79,1069.14,9.21,-7.34,1,0.44,50.0,50.0,0,0,neutral,30.0,medium,24.33
Singapore,SGP,2017,East Asia & Pacific,5.31,1.86,0.62,13.14,-0.01,1,2,25,285.0,62.72,-8.41,1228.03,9.84,-7.98,1,0.43,50.0,50.0,0,0,neutral,30.0,medium,23.8
Singapore,SGP,2018,East Asia & Pacific,5.25,1.79,-0.06,-1.15,-0.07,0,0,25,292.72,61.69,-9.44,1222.92,9.82,-8.03,0,0.43,50.0,50.0,0,0,neutral,30.0,medium,23.59
Singapore,SGP,2019,East Asia & Pacific,6.24,2.19,0.99,18.83,0.4,1,1,25,285.48,60.89,-10.24,1478.38,11.29,-9.1,1,0.42,50.0,50.0,0,0,neutral,30.0,medium,24.16
Singapore,SGP,2020,East Asia & Pacific,7.75,2.09,1.51,24.17,-0.1,1,2,25,369.83,59.02,-12.11,1853.18,12.92,-10.83,1,0.42,50.0,50.0,0,0,neutral,30.0,medium,24.51
Singapore,SGP,2021,East Asia & Pacific,9.0,2.12,1.25,16.15,0.03,1,3,25,425.1,58.81,-12.32,1803.62,11.95,-9.83,1,0.5,50.0,50.0,0,0,neutral,30.0,medium,23.76
Singapore,SGP,2022,East Asia & Pacific,8.96,3.02,-0.04,-0.43,0.9,0,0,25,296.63,58.36,-12.77,1818.29,12.93,-9.91,0,0.49,50.0,50.0,0,0,neutral,30.0,medium,25.04
Singapore,SGP,2023,East Asia & Pacific,15.25,4.24,6.3,70.27,1.22,1,1,22,359.83,57.33,-13.8,2093.45,14.21,-9.97,1,0.73,50.0,50.0,0,0,neutral,30.0,medium,25.57
Singapore,SGP,2024,East Asia & Pacific,18.45,4.81,3.2,20.97,0.57,1,2,22,383.95,57.08,-14.05,2472.95,17.44,-12.63,1,0.75,50.0,50.0,0,0,neutral,30.0,medium,25.91
Solomon Islands,SLB,2000,Other,0.0,0.0,,,,0,0,119,0.03,71.13,0.0,248.74,11.71,-11.71,0,0.0,50.0,50.0,0,0,neutral,50.0,medium,30.24
